timestamp,buyPrice,timestamp2,sellPrice,buyGradient,buyGradient_norm,buyGradient2,buyGradient_roll1dmean,diurnal_range,diurnal,next_time,gain
2022-01-23 00:00:00,198.81539736,2022-01-23 00:00:00,0,,,,-0.7726463223788205,0.0,0.0,2022-01-22 13:00:00,-0.10469695154445643
2022-01-23 00:00:00,198.81539736,2022-01-23 00:00:00,0,,,,-0.7726463223788205,0.0,0.0,2022-01-22 13:00:00,-0.10469695154445643
2022-01-23 00:00:00,198.81539736,2022-01-23 00:00:00,0,-1.117166248456791e-05,-0.8885099803108955,-2.4142649868827185e-05,-0.7726463223788205,0.0,0.0,2022-01-22 13:00:00,-0.10469695154445643
2022-01-22 21:00:00,206.05463465,2022-01-22 21:00:00,0,1.2970987384259276e-05,1.0316147450140976,2.302060184413584e-05,-0.6691245253707655,0.02795427237023922,0.04406804143131384,2022-01-22 13:00:00,-0.07209730735042964
2022-01-22 19:00:00,200.4511681,2022-01-22 19:00:00,0,-1.0049614459876563e-05,-0.7992707225277736,1.3255322222222199e-05,-0.7460696236605604,0.0,0.0,2022-01-22 13:00:00,-0.09733076889691956
2022-01-22 16:00:00,206.96331827,2022-01-22 16:00:00,0,-2.3304936682098762e-05,-1.853499321265891,-5.502115663580228e-06,-0.7048697720294859,0.0,0.0,2022-01-22 13:00:00,-0.06800533446568112
2022-01-22 13:00:00,222.06491724,2022-01-22 13:00:00,0,-1.7802821018518535e-05,-1.4159024383785883,-1.6630195439814833e-05,-0.5716599810078229,0.0,0.0,2022-01-22 08:00:00,-0.05144128649497864
2022-01-22 10:00:00,233.60114526,2022-01-22 10:00:00,0,-1.1726255787037034e-06,-0.09326181589224565,-9.89302951388894e-06,-0.46481719193690746,0.014155739781235896,0.033523076349733165,2022-01-22 04:00:00,-0.050403139216286065
2022-01-22 08:00:00,234.10771951,2022-01-22 08:00:00,0,8.720403935185237e-06,0.693555318150499,4.497000891203715e-05,-0.48076911564836455,0.016354980639798775,0.03873123363097837,2022-01-22 02:00:00,-0.07095309036272773
2022-01-22 06:00:00,230.34050501,2022-01-22 06:00:00,0,-3.624960497685191e-05,-2.883020843921079,-2.2391642731481596e-05,-0.5425756647956732,0.0,0.0,2022-01-22 04:00:00,-0.06365775636338457
2022-01-22 04:00:00,246.00033436,2022-01-22 04:00:00,0,-1.3857962245370315e-05,-1.102158052017031,-1.3313163788580153e-05,-0.408495453780717,0.0,0.0,2022-01-21 09:00:00,-0.06851687282343129
2022-01-22 02:00:00,251.98697405,2022-01-22 02:00:00,0,-5.447984567901626e-07,-0.043329170281029644,-8.486893811728442e-06,-0.3483736812072896,0.01939148032781847,0.05961071987315577,2022-01-21 06:00:00,-0.08280191831434182
2022-01-21 23:00:00,252.34000345,2022-01-21 23:00:00,0,7.94209535493828e-06,0.6316545095406539,1.9635535385802468e-05,-0.3678060215822941,0.020819630191604127,0.06400094898551925,2022-01-21 06:00:00,-0.08151693963764874
2022-01-21 20:00:00,247.19352566,2022-01-21 20:00:00,0,-1.169344003086419e-05,-0.9300082405767047,-1.1374301651234554e-05,-0.37057423003303624,0.0,0.0,2022-01-21 09:00:00,-0.06399884008849452
2022-01-21 17:00:00,254.7708748,2022-01-21 17:00:00,0,-3.191383796296364e-07,-0.02538186557218987,-6.2814085339506116e-06,-0.3345184573092329,0.014562101530646776,0.047805692795981646,2022-01-21 06:00:00,-0.07266890077591688
2022-01-21 14:00:00,254.97767647,2022-01-21 14:00:00,0,5.962270154320975e-06,0.4741941089557419,3.601133124228397e-05,-0.482674716997537,0.015385638118492459,0.050509268034895194,2022-01-21 06:00:00,-0.07191617101387864
2022-01-21 11:00:00,251.11412541,2022-01-21 11:00:00,0,-3.0049061087962996e-05,-2.3898762348493507,-1.3628860856481567e-05,-0.5851896484672976,0.0,0.0,2022-01-21 06:00:00,-0.08597896784727148
2022-01-21 09:00:00,264.0953198,2022-01-21 09:00:00,0,-1.642020023148143e-05,-1.305939183584171,1.9313489398148224e-05,-0.4609040101905902,0.0,0.0,2022-01-21 04:00:00,-0.08986805423006856
2022-01-21 06:00:00,274.73560955,2022-01-21 06:00:00,0,-3.573368962962965e-05,-2.8419888188634164,-2.83852490895062e-05,-0.38692448755042214,0.0,0.0,2022-01-21 04:00:00,-0.053199219579545064
2022-01-21 04:00:00,290.17256347,2022-01-21 04:00:00,0,-7.3484405401234516e-06,-0.584439672129372,-2.8884706790123273e-06,-0.23538123418448692,0.0392534740101283,0.22647773554774583,2022-01-19 14:00:00,-0.053840257730392645
2022-01-21 01:00:00,294.93435294,2022-01-21 01:00:00,0,-4.459969861111124e-06,-0.35471244668884216,-1.801926305555558e-05,-0.2508926133345221,0.0563078301836539,0.32487493642755083,2022-01-19 10:00:00,-0.07214628770401355
2022-01-20 23:00:00,296.86105992,2022-01-20 23:00:00,0,1.3559293194444456e-05,1.0784041628421495,1.8970191273148138e-05,-0.18609084323505437,0.06320833414040233,0.36468824084640056,2022-01-19 10:00:00,-0.06608493131714573
2022-01-20 20:00:00,288.07463793,2022-01-20 20:00:00,0,-5.41089807870368e-06,-0.4303421224920058,-5.203768333333264e-06,-0.17864205723030324,0.03173975052232863,0.18312638578925808,2022-01-19 14:00:00,-0.06068092062591292
2022-01-20 18:00:00,290.4121459,2022-01-20 18:00:00,0,-2.07129745370417e-07,-0.016473541537357684,7.477979629629035e-07,-0.17197616982976577,0.04011153884476252,0.2314284459141956,2022-01-19 14:00:00,-0.05305905620151499
