timestamp,buyPrice,timestamp2,sellPrice,buyGradient,buyGradient_norm,buyGradient2,buyGradient_roll1dmean,diurnal
2022-01-29 20:45:00,1.45627778,2022-01-29 20:45:00,0,,,,,
2022-01-29 21:30:00,1.46376909,2022-01-29 21:30:00,0,4.624265432098783e-08,0.7133291503209465,,0.7133291503209465,1.0
2022-01-29 22:15:00,1.467845,2022-01-29 22:15:00,0,2.5159938271605378e-08,0.3881117477563588,-2.108271604938245e-08,0.5507204490386526,1.0
2022-01-29 23:00:00,1.43485551,2022-01-29 23:00:00,0,-2.036388271604942e-07,-3.141288355604202,-2.287987654320996e-07,-0.6799491525089656,0.0
2022-01-29 23:30:00,1.44204833,2022-01-29 23:30:00,0,6.660018518518509e-08,1.0273600035931265,2.702390123456793e-07,-0.25312186348344257,0.2180336828486883
2022-01-29 23:45:00,1.43646902,2022-01-29 23:45:00,0,-1.0332055555555357e-07,-1.5938004681465865,-1.6992074074073866e-07,-0.5212575844160714,0.04890981946068559
2022-01-30 00:30:00,1.43608526,2022-01-30 00:30:00,0,-2.3688888888892977e-09,-0.03654196592147603,1.0095166666666428e-07,-0.44047164800030547,0.03727702368239179
2022-01-30 01:00:00,1.44189,2022-01-30 01:00:00,0,5.374759259259133e-08,0.8290986994331895,5.611648148148063e-08,-0.2591044555098062,0.21323427552229146
2022-01-30 01:45:00,1.436008,2022-01-30 01:45:00,0,-3.630864197530829e-08,-0.560089231681475,-9.005623456789962e-08,-0.2967275525312648,0.034935065683038696
2022-01-30 02:30:00,1.43835444,2022-01-30 02:30:00,0,1.4484197530863886e-08,0.22343008785900453,5.079283950617218e-08,-0.23893225915456823,0.10606196094574039
2022-01-30 03:15:00,1.44650429,2022-01-30 03:15:00,0,5.030771604938349e-08,0.7760359103739176,3.58235185185196e-08,-0.13743544220171963,0.3531057921780543
2022-01-30 04:00:00,1.4391,2022-01-30 04:00:00,0,-4.570549382716037e-08,-0.7050430291137125,-9.601320987654386e-08,-0.1890361319209917,0.12866188595216346
2022-01-30 04:45:00,1.45119,2022-01-30 04:45:00,0,7.462962962962921e-08,1.1512204711032066,1.203351234567896e-07,-0.07734808166897518,0.4951422407560695
2022-01-30 05:30:00,1.45666188,2022-01-30 05:30:00,0,3.3777037037036946e-08,0.5210372432936502,-4.085259259259227e-08,-0.03131844128723477,0.6610096124553584
2022-01-30 06:00:00,1.450421,2022-01-30 06:00:00,0,-5.7785925925925965e-08,-0.8913931530643454,-9.156296296296291e-08,-0.09275234927131411,0.4718317864265234
2022-01-30 06:30:00,1.45274,2022-01-30 06:30:00,0,2.1472222222221853e-08,0.3312258402590949,7.925814814814782e-08,-0.0644871366359535,0.5421269016283636
2022-01-30 07:15:00,1.44376,2022-01-30 07:15:00,0,-5.5432098765432024e-08,-0.8550835260965126,-7.690432098765387e-08,-0.11389941097723845,0.2699189954133851
2022-01-30 08:00:00,1.44711818,2022-01-30 08:00:00,0,2.0729506172839434e-08,0.31976886365999785,7.616160493827146e-08,-0.08838951246916572,0.37171444602507936
2022-01-30 08:45:00,1.43759263,2022-01-30 08:45:00,0,-5.8799691358024655e-08,-0.907031278620116,-7.952919753086409e-08,-0.13386961058866298,0.08296945481727426
2022-01-30 09:15:00,1.4423925,2022-01-30 09:15:00,0,4.4443240740741105e-08,0.685571786927323,1.0324293209876576e-07,-0.09074111598255845,0.22846639945024766
2022-01-30 10:00:00,1.4412559999999999,2022-01-30 10:00:00,0,-7.015432098766023e-09,-0.10821853311901668,-5.1458672839507125e-08,-0.09161498683938137,0.19401603359130004
2022-01-30 10:45:00,1.4488940000000001,2022-01-30 10:45:00,0,4.714814814814973e-08,0.7272971015952552,5.416358024691575e-08,-0.05261917310439867,0.4255443172962085
2022-01-30 11:30:00,1.45029636,2022-01-30 11:30:00,0,8.656543209876147e-09,0.13353395697735548,-3.849160493827358e-08,-0.044157667191591664,0.4680536134387052
2022-01-30 12:15:00,1.451192,2022-01-30 12:15:00,0,5.52864197530849e-09,0.08528363132662145,-3.127901234567657e-09,-0.03852978464732153,0.4952028661249387
2022-01-30 13:00:00,1.46300926,2022-01-30 13:00:00,0,7.294604938271569e-08,1.1252499275722982,6.74174074074072e-08,0.009961036695162628,0.8534157393763869
2022-01-30 13:30:00,1.46091545,2022-01-30 13:30:00,0,-1.9387129629630415e-08,-0.29906165441696225,-9.233317901234611e-08,-0.002399870949322367,0.7899467375821766
2022-01-30 14:15:00,1.46128714,2022-01-30 14:15:00,0,2.294382716050288e-09,0.035392649868033255,2.1681512345680702e-08,-0.0009463124563471506,0.8012136592593576
2022-01-30 15:00:00,1.46569591,2022-01-30 15:00:00,0,2.7214629629629325e-08,0.41980697075150164,2.492024691357904e-08,0.014637142477276878,0.9348553130102929
2022-01-30 15:45:00,1.46514625,2022-01-30 15:45:00,0,-3.392962962962323e-09,-0.05233911035123843,-3.060759259259165e-08,0.012245133447687045,0.9181936428844469
2022-01-30 16:15:00,1.46167,2022-01-30 16:15:00,0,-3.218750000000064e-08,-0.49651738990975475,-2.8794537037038314e-08,-0.005298401840500603,0.8128191736216586
2022-01-30 16:45:00,1.45321286,2022-01-30 16:45:00,0,-7.830685185185161e-08,-1.2079445030999747,-4.611935185185098e-08,-0.0453866052158164,0.5564605575897055
2022-01-30 17:30:00,1.45058,2022-01-30 17:30:00,0,-1.6252222222222654e-08,-0.250703253064424,6.205462962962896e-08,-0.05200972288835213,0.47665150325148853
