timestamp,buyPrice,timestamp2,sellPrice,buyGradient,buyGradient_norm,buyGradient2,buyGradient_roll1dmean,diurnal
2022-02-02 14:45:00,2.46336705,2022-02-02 14:45:00,0,,,,,
2022-02-02 15:15:00,2.47291371,2022-02-02 15:15:00,0,8.839499999999831e-08,0.48321245781317124,,0.48321245781317124,1.0
2022-02-02 16:00:00,2.46259693,2022-02-02 16:00:00,0,-6.368382716049194e-08,-0.34812849872923907,-1.5207882716049025e-07,0.06754197954196609,0.0
2022-02-02 16:45:00,2.46219973,2022-02-02 16:45:00,0,-2.4518518518524538e-09,-0.013403081164403216,6.123197530863949e-08,0.04056029263984299,0.0
2022-02-02 17:30:00,2.47453134,2022-02-02 17:30:00,0,7.612104938271567e-08,0.41611674148470523,7.857290123456812e-08,0.13444940485105855,1.0
2022-02-02 18:00:00,2.48636094,2022-02-02 18:00:00,0,1.095333333333333e-07,0.5987654416253221,3.341228395061763e-08,0.22731261220591126,1.0
2022-02-02 18:45:00,2.49065902,2022-02-02 18:45:00,0,2.653135802469056e-08,0.14503402590906922,-8.300197530864273e-08,0.2135995144897709,1.0
2022-02-02 19:30:00,2.48658023,2022-02-02 19:30:00,0,-2.5177716049382022e-08,-0.13763432382311497,-5.170907407407258e-08,0.16342325187364434,0.8566798398695148
2022-02-02 20:00:00,2.499899,2022-02-02 20:00:00,0,1.233219444444458e-07,0.6741410699394892,1.484996604938278e-07,0.22726297913187496,1.0
2022-02-02 20:45:00,2.51139366,2022-02-02 20:45:00,0,7.095469135802395e-08,0.3878747757733626,-5.2367253086421845e-08,0.2451087343142625,1.0
2022-02-02 21:15:00,2.50031262,2022-02-02 21:15:00,0,-1.0260222222222314e-07,-0.5608764294031853,-1.7355691358024708e-07,0.1645102179425177,0.7747478194972406
2022-02-02 22:00:00,2.49075354,2022-02-02 22:00:00,0,-5.9006666666665625e-08,-0.32256073790782924,4.359555555555751e-08,0.12023104013794071,0.5804336022757288
2022-02-02 22:45:00,2.40527441,2022-02-02 22:45:00,0,-5.276489506172837e-07,-2.8844000937872405,-4.6864228395061805e-07,-0.13015488768915773,0.0
2022-02-02 23:30:00,2.37906458,2022-02-02 23:30:00,0,-1.61789074074074e-07,-0.8844221520521751,3.6585987654320964e-07,-0.1881754464863129,0.0
2022-02-03 00:15:00,2.33031006,2022-02-03 00:15:00,0,-3.0095382716049466e-07,-1.6451681487697916,-1.3916475308642065e-07,-0.29224635379227565,0.0
2022-02-03 00:45:00,2.33790659,2022-02-03 00:45:00,0,7.033824074073911e-08,0.3845049401729479,3.7129206790123376e-07,-0.24712960086126076,0.041950403018273456
2022-02-03 01:30:00,2.34700765,2022-02-03 01:30:00,0,5.6179382716051404e-08,0.30710535212003515,-1.415885802468771e-08,-0.21248991629992975,0.09220928896929456
2022-02-03 02:00:00,2.36306163,2022-02-03 02:00:00,0,1.4864796296296012e-07,0.8125860912071337,9.246858024690872e-08,-0.15219132762304366,0.18086436320020058
2022-02-03 02:45:00,2.36386396,2022-02-03 02:45:00,0,4.9526543209901626e-09,0.0270737515373576,-1.4369530864196995e-07,-0.1422321565585769,0.18529507917889995
2022-02-03 03:30:00,2.3897092,2022-02-03 03:30:00,0,1.595385185185171e-07,0.8721194598020958,1.5458586419752693e-07,-0.08884522938169939,0.3280205385799709
2022-02-03 04:00:00,2.3742007999999997,2022-02-03 04:00:00,0,-1.4359629629629917e-07,-0.784971087348882,-3.0313481481481624e-07,-0.12365152228005853,0.24237832691640604
2022-02-03 04:45:00,2.37260157,2022-02-03 04:45:00,0,-9.871790123454435e-09,-0.05396427364183831,1.3372450617284472e-07,-0.1203330818687147,0.23354688110905727
2022-02-03 05:30:00,2.29935011,2022-02-03 05:30:00,0,-4.5216950617284116e-07,-2.471790694337357,-4.4229771604938674e-07,-0.22721751879910757,0.0
2022-02-03 06:15:00,2.29731966,2022-02-03 06:15:00,0,-1.2533641975308061e-08,-0.06851532263407495,4.396358641975331e-07,-0.22031742331367135,0.0
2022-02-03 07:00:00,2.31397608,2022-02-03 07:00:00,0,1.028174074074095e-07,0.5620527421156565,1.1535104938271756e-07,-0.1877186664207827,0.07780683315115489
2022-02-03 07:45:00,2.29623533,2022-02-03 07:45:00,0,-1.09510802469137e-07,-0.598642276352796,-2.123282098765465e-07,-0.20415561081806322,0.0
2022-02-03 08:30:00,2.29618199,2022-02-03 08:30:00,0,-3.2925925925933836e-10,-0.0017999001744946218,1.0918154320987765e-07,-0.19637269887023365,0.0
2022-02-03 09:15:00,2.28617712,2022-02-03 09:15:00,0,-6.175845679012311e-08,-0.337603435672883,-6.142919753086377e-08,-0.20160346689996142,0.0
2022-02-03 10:00:00,2.24696944,2022-02-03 10:00:00,0,-2.420227160493832e-07,-1.3230204363238185,-1.8026425925926007e-07,-0.24165407295081345,0.0
2022-02-03 10:45:00,2.26679716,2022-02-03 10:45:00,0,1.223933333333326e-07,0.6690648047960577,3.644160493827158e-07,-0.21024997371816273,0.0749845078487889
2022-02-03 11:15:00,2.26378664,2022-02-03 11:15:00,0,-2.7875185185182256e-08,-0.15238007517766247,-1.5026851851851485e-07,-0.20832097710014605,0.06359931779320442
2022-02-03 11:45:00,2.25705636,2022-02-03 11:45:00,0,-6.231740740740925e-08,-0.34065894674901886,-3.444222222222699e-08,-0.21258994386301291,0.038146732549688527
2022-02-03 12:15:00,2.26834298,2022-02-03 12:15:00,0,1.0450574074073994e-07,0.5712820390171387,1.6682314814814918e-07,-0.18809394439800817,0.08083049275894588
