timestamp,buyPrice,timestamp2,sellPrice,buyGradient,buyGradient_norm,buyGradient2,buyGradient_roll1dmean,diurnal
2022-01-29 21:15:00,2.3261882999999997,2022-01-29 21:15:00,0,,,,,
2022-01-29 22:00:00,2.35722098,2022-01-29 22:00:00,0,1.9155975308642273e-07,1.6831076924386654,,1.6831076924386654,1.0
2022-01-29 22:45:00,2.31339415,2022-01-29 22:45:00,0,-2.7053598765432087e-07,-2.3770191523323314,-4.620957407407436e-07,-0.346955729946833,0.0
2022-01-29 23:30:00,2.30553349,2022-01-29 23:30:00,0,-4.852259259259237e-08,-0.42633563435851024,2.220133950617285e-07,-0.3734156980840588,0.0
2022-01-30 00:15:00,2.2836762000000004,2022-01-30 00:15:00,0,-1.3492154320987534e-07,-1.185465545833032,-8.639895061728297e-08,-0.5764281600213021,0.0
2022-01-30 00:45:00,2.2862095,2022-01-30 00:45:00,0,2.3456481481478034e-08,0.20609644658087112,1.5837802469135337e-07,-0.4199232387008675,0.03444568057718897
2022-01-30 01:30:00,2.30341791,2022-01-30 01:30:00,0,1.0622475308641877e-07,0.9333260048967004,8.276827160494073e-08,-0.19438169810127284,0.2684311517418304
2022-01-30 02:15:00,2.3064049,2022-01-30 02:15:00,0,1.8438209876544035e-08,0.1620042434697073,-8.778654320987473e-08,-0.14346942073398997,0.30904572697069294
2022-01-30 03:00:00,2.32016788,2022-01-30 03:00:00,0,8.495666666666722e-08,0.7464575250632333,6.651845679012319e-08,-0.032228552509337066,0.49618314175390577
2022-01-30 03:45:00,2.32697,2022-01-30 03:45:00,0,4.198839506172922e-08,0.36892400195184377,-4.2968271604938e-08,0.01234395354190525,0.5886726427082924
2022-01-30 04:30:00,2.36054493,2022-01-30 04:30:00,0,2.07252654320987e-07,1.8209907412472486,1.6526425925925778e-07,0.1932086323124396,1.0
2022-01-30 05:15:00,2.35783153,2022-01-30 05:15:00,0,-1.674938271605061e-08,-0.147165646430258,-2.240020370370376e-07,0.16226551606310344,0.9647008608051647
2022-01-30 05:45:00,2.36206922,2022-01-30 05:45:00,0,3.9237870370371034e-08,0.34475697734632094,5.598725308642165e-08,0.1774731378367049,1.0
2022-01-30 06:30:00,2.35070167,2022-01-30 06:30:00,0,-7.017006172839577e-08,-0.6165374968962091,-1.0940793209876681e-07,0.1163953967034038,0.8549928297187661
2022-01-30 07:15:00,2.3259189,2022-01-30 07:15:00,0,-1.529800617283941e-07,-1.3441336947674927,-8.280999999999832e-08,0.012071890169768349,0.5388579238304616
2022-01-30 08:00:00,2.34122355,2022-01-30 08:00:00,0,9.447314814814833e-08,0.8300724959971576,2.474532098765424e-07,0.0666052638915943,0.7340876777039584
2022-01-30 08:45:00,2.30945778,2022-01-30 08:45:00,0,-1.9608500000000153e-07,-1.7228680166597592,-2.9055814814814986e-07,-0.045236816142865295,0.32887596370186467
2022-01-30 09:30:00,2.32487616,2022-01-30 09:30:00,0,9.517518518518695e-08,0.836240826861958,2.9126018518518847e-07,0.0066148099162419574,0.5255564844931336
2022-01-30 10:15:00,2.32719207,2022-01-30 10:15:00,0,1.4295740740741282e-08,0.12560713209415741,-8.087944444444567e-08,0.013225494481681706,0.5550987830294076
2022-01-30 11:00:00,2.3409966,2022-01-30 11:00:00,0,8.5213148148147e-08,0.7487110566505909,7.091740740740573e-08,0.051935260911624294,0.7311926495496653
2022-01-30 11:30:00,2.33733796,2022-01-30 11:30:00,0,-3.3876296296294666e-08,-0.2976484045784995,-1.1908944444444167e-07,0.0344560776371181,0.6845221679175016
2022-01-30 12:15:00,2.33025485,2022-01-30 12:15:00,0,-4.372290123456758e-08,-0.38416394998398345,-9.846604938272916e-09,0.01452179060754184,0.59416833284392
2022-01-30 13:00:00,2.35244065,2022-01-30 13:00:00,0,1.3694938271604888e-07,1.20328281807775,1.8067228395061646e-07,0.06855638276527858,0.8771756720177397
2022-01-30 13:45:00,2.35012558,2022-01-30 13:45:00,0,-1.4290555555557454e-08,-0.12556157333283618,-1.5123993827160634e-07,0.060116471630577935,0.8476440887211616
2022-01-30 14:30:00,2.347338,2022-01-30 14:30:00,0,-1.72072839506153e-08,-0.15118891894891326,-2.9167283950578457e-09,0.05131208035643247,0.812085055531731
2022-01-30 15:15:00,2.35044239,2022-01-30 15:15:00,0,1.916290123456695e-08,0.16837162273220774,3.637018518518225e-08,0.05599446205146348,0.8516853923984554
2022-01-30 15:45:00,2.35230089,2022-01-30 15:45:00,0,1.7208333333333198e-08,0.1511981391744374,-1.9545679012337527e-09,0.059656141940808635,0.8753928602316885
2022-01-30 16:30:00,2.33408184,2022-01-30 16:30:00,0,-1.1246327160493768e-07,-0.9881397031749765,-1.2967160493827088e-07,-0.04308414250586989,0.6429863270990193
2022-01-30 17:15:00,2.3281178,2022-01-30 17:15:00,0,-3.6815061728396797e-08,-0.32346937493030625,7.564820987654088e-08,0.03589854124036184,0.5669076149891872
2022-01-30 18:00:00,2.31925095,2022-01-30 18:00:00,0,-5.473364197530853e-08,-0.4809079796749594,-1.7918580246911734e-08,0.03379960488203688,0.4537999684155505
2022-01-30 18:45:00,2.33530524,2022-01-30 18:45:00,0,9.910055555555572e-08,0.8707304362897683,1.5383419753086427e-07,0.10915557049899553,0.6585923083458161
2022-01-30 19:30:00,2.32679232,2022-01-30 19:30:00,0,-5.254888888888773e-08,-0.461712012533704,-1.5164944444444346e-07,0.05335404980177935,0.5499994769942511
