,coin,type,price,qty,timestamp
0,ENJ , SGD Buy Instant Order , 3.91922 5 , 1.26300641 ,2021-11-03 19:57:27
1,MKR , SGD Buy Instant Order , 4405.3 5 , 0.00112364 ,2021-11-03 19:36:09
2,NEAR , SGD Buy Instant Order , 14.4466 5 , 0.34264117 ,2021-11-02 22:13:50
3,FTM , SGD Buy Instant Order , 3.78537 5 , 1.30766609 ,2021-11-02 22:13:06
